"","X","Date","AveragePrice","Total.Volume","X4046","X4225","X4770","Total.Bags","Small.Bags","Large.Bags","XLarge.Bags","type","year","region"
"15655",12,"2017-10-08",1.93,17346.22,52.43,3324.46,7,13962.33,13882.94,79.39,0,"organic",2017,"HartfordSpringfield"
"8526",11,"2018-01-07",1.3,85697.65,45936.53,2658.28,7511.15,29591.69,21784.14,7752.83,54.72,"conventional",2018,"Boise"
"4315",50,"2016-01-10",1.15,1364272.64,16165.18,1012218.12,1669.99,334219.35,278109.41,56109.94,0,"conventional",2016,"NewYork"
"4430",9,"2016-10-23",1.52,236500.42,83780.57,68746.38,134.75,83838.72,28494.95,54609.05,734.72,"conventional",2016,"Orlando"
"16313",34,"2017-05-07",2.16,205224.24,12708.77,53525.73,1500.31,137489.43,121185.9,16303.53,0,"organic",2017,"Northeast"
"12549",43,"2016-02-28",1.19,17889.69,7338.02,695.76,0,9855.91,8702.31,1153.6,0,"organic",2016,"DallasFtWorth"
"7463",44,"2017-02-26",1.33,103906,37871.78,26478.19,1492.92,38063.11,31339,6724.11,0,"conventional",2017,"Pittsburgh"
"12330",32,"2016-05-15",1.69,6007.48,320.43,2628.62,554.28,2504.15,2500.82,3.33,0,"organic",2016,"Charlotte"
"11120",17,"2015-08-30",1.8,5052.41,32.77,3282.68,393.19,1343.77,1006.67,337.1,0,"organic",2015,"RichmondNorfolk"
"8895",8,"2018-01-28",1.23,119606.35,37562.68,19312.87,1415.85,61314.95,42492.34,18822.61,0,"conventional",2018,"Pittsburgh"
"15169",3,"2017-12-10",1.65,40734.03,180.13,30865.75,0,9688.15,9681.49,6.66,0,"organic",2017,"Chicago"
"134",29,"2015-06-07",1.26,794310.29,62585.45,462951.05,43720.95,225052.84,221165.85,3626.41,260.58,"conventional",2015,"BaltimoreWashington"
"6847",11,"2017-10-15",1.79,60616.52,3403.65,25005.3,68.1,32139.47,12700.01,19439.46,0,"conventional",2017,"Louisville"
"7008",13,"2017-10-01",1.7,154956.62,73759.23,21324.74,90.32,59782.33,52292.12,7431.64,58.57,"conventional",2017,"Nashville"
"10967",20,"2015-08-09",1.87,34667.31,5931,16409.94,18.94,12307.43,10591.35,1716.08,0,"organic",2015,"Plains"
"4003",50,"2016-01-10",0.74,3172437.94,841326.26,803197.41,88909.89,1439004.38,1228427.24,194492.68,16084.46,"conventional",2016,"LosAngeles"
"10090",27,"2015-06-21",1.22,11429.63,9667.42,465.54,0,1296.67,1296.67,0,0,"organic",2015,"Houston"
"5246",45,"2016-02-14",0.98,3234338.23,1737634.8,613313.92,12099.24,871290.27,499341.01,371949.26,0,"conventional",2016,"Southeast"
"2506",9,"2015-10-25",1.21,151268.28,52371.31,37039.7,37.92,61819.35,56579.05,5240.3,0,"conventional",2015,"StLouis"
"18037",3,"2018-03-04",1.57,35296.54,1772,6857.18,1.74,26665.62,1752.33,24882.44,30.85,"organic",2018,"Portland"
"17778",8,"2018-01-28",1.26,8251.66,45.63,737.22,0,7468.81,7468.81,0,0,"organic",2018,"GrandRapids"
"4950",9,"2016-10-23",1.32,366026.91,127391.58,119290.35,13215.77,106129.21,91095.15,13109.95,1924.11,"conventional",2016,"SanDiego"
"16471",33,"2017-05-14",2.29,17466.93,2785.9,6672.5,19.57,7988.96,7988.96,0,0,"organic",2017,"Philadelphia"
"9641",46,"2015-02-08",1.24,10351.99,225.93,8949.13,0,1176.93,963.33,213.6,0,"organic",2015,"CincinnatiDayton"
"15013",6,"2017-11-19",1.42,7519.34,256.84,68.85,0,7193.65,3938.44,3255.21,0,"organic",2017,"BuffaloRochester"
"7924",28,"2017-06-18",1.16,696101.26,128838.87,170657.09,521.7,396083.6,395578.69,92.84,412.07,"conventional",2017,"Seattle"
"7184",30,"2017-06-04",1.74,4096560.83,241585.33,2718513.23,12943.73,1123518.54,923263.95,179473.2,20781.39,"conventional",2017,"Northeast"
"10255",36,"2015-04-19",1.43,10527.86,5673.89,3973.87,0,880.1,233.33,646.77,0,"organic",2015,"LasVegas"
"14618",32,"2016-05-15",1.45,1023252.17,146037.3,437584.52,8120.53,431509.82,309561.79,121948.03,0,"organic",2016,"TotalUS"
"5453",44,"2016-02-21",1.05,321995.93,146660.22,67636.88,75.71,107623.12,55694.57,51928.55,0,"conventional",2016,"Tampa"
"5621",4,"2017-12-03",1.39,139970,3772,126551,136,9511,7061,2450,0,"conventional",2017,"Albany"
"14430",0,"2016-12-25",1.36,4173.63,1490.35,349.44,0,2333.84,1183.98,1149.86,0,"organic",2016,"StLouis"
"8092",37,"2017-04-16",1.37,3418235.57,1841481.88,429995.14,3755.98,1143002.57,740336.5,378277.12,24388.95,"conventional",2017,"Southeast"
"425",8,"2015-11-01",1,807041.46,69420.04,562214.56,106536.92,68869.94,68447.93,422.01,0,"conventional",2015,"Chicago"
"4045",40,"2016-03-20",0.95,123442.1,1893.15,76888.63,6365.83,38294.49,12950.94,23671.52,1672.03,"conventional",2016,"Louisville"
"6197",50,"2017-01-15",0.97,200226.42,90931.56,32602.28,1593.72,75098.86,65836.14,9154.39,108.33,"conventional",2017,"Columbus"
"5546",33,"2016-05-08",0.75,8706859.44,2987238.83,2488058.52,152314.08,3079248.01,1953254.58,1118633.94,7359.49,"conventional",2016,"West"
"17516",18,"2017-08-27",2.51,154828.39,23404.34,32438.46,68.4,98917.19,65124.7,33792.49,0,"organic",2017,"West"
"17832",2,"2018-03-11",1.22,15216.33,341.99,3553.23,0,11298.11,8448.16,2849.95,0,"organic",2018,"Indianapolis"
"11024",25,"2015-07-05",1.93,24954.8,8938.08,14928.33,3.33,1085.06,0,1085.06,0,"organic",2015,"Portland"
"10975",28,"2015-06-14",1.79,33795.51,4749.1,20882.01,41.97,8122.43,5857.07,2265.36,0,"organic",2015,"Plains"
"4276",11,"2016-10-09",1.76,1031060.45,20086.94,688905.67,1806.94,320260.9,272661.39,47381.07,218.44,"conventional",2016,"NewYork"
"8664",5,"2018-02-18",1.2,3351722.04,639056.82,856103.82,251048.73,1605512.67,1146466.95,412433.13,46612.59,"conventional",2018,"GreatLakes"
"4559",34,"2016-05-01",0.62,1178000.01,657384.04,324709.73,14202.89,181703.35,109463.91,72200.55,38.89,"conventional",2016,"PhoenixTucson"
"4166",5,"2016-11-20",1.33,131605.7,53849.43,12277.03,98.85,65380.39,54104.45,10860.94,415,"conventional",2016,"Nashville"
"9932",25,"2015-07-05",1.54,86288.07,3459.78,64726.47,0,18101.82,6963.33,11138.49,0,"organic",2015,"GreatLakes"
"13228",46,"2016-02-07",1.44,3152.51,950.9,11.61,0,2190,2186.67,3.33,0,"organic",2016,"MiamiFtLauderdale"
"13071",45,"2016-02-14",1.28,9595.71,1481.93,3314.57,0,4799.21,3443.29,1355.92,0,"organic",2016,"LasVegas"
"4803",18,"2016-08-21",1.11,236349.68,86900.27,84501.94,6791.56,58155.91,57801.11,79.8,275,"conventional",2016,"RichmondNorfolk"
"15691",48,"2017-01-29",2.43,9412.37,96.15,3494.43,9.62,5812.17,5602.31,209.86,0,"organic",2017,"HartfordSpringfield"
"13185",3,"2016-12-04",1.52,4028.26,2,16.26,0,4010,4010,0,0,"organic",2016,"MiamiFtLauderdale"
"5491",30,"2016-05-29",0.94,40019075.24,13682611.21,13829591.06,1583495.93,10923377.04,8085657.41,2657598.78,180120.85,"conventional",2016,"TotalUS"
"11597",26,"2015-06-28",1.61,4088.37,537.84,3550.53,0,0,0,0,0,"organic",2015,"Spokane"
"3132",11,"2016-10-09",1.34,5375978.5,2021375.04,1750074.56,123430.31,1481098.59,1379624.2,74894.96,26579.43,"conventional",2016,"California"
"7052",4,"2017-12-03",0.97,266547,163448,19343,2002,81753,77355,3609,790,"conventional",2017,"NewOrleansMobile"
"14028",14,"2016-09-18",2.17,7095.5,1674.83,5064.47,2.65,353.55,343.55,10,0,"organic",2016,"Sacramento"
"13064",38,"2016-04-03",1.25,12425.65,3094.18,4671.88,0,4659.59,3985.21,674.38,0,"organic",2016,"LasVegas"
"7504",32,"2017-05-21",1.33,1840889.79,832263.81,420870.92,7303.17,580451.89,534882.58,31630.61,13938.7,"conventional",2017,"Plains"
"12713",51,"2016-01-03",1.45,2625.6,1173.11,1325.82,0,126.67,126.67,0,0,"organic",2016,"GrandRapids"
"1918",45,"2015-02-15",1.23,363889.04,140491.93,153003.62,16459.01,53934.48,51454.09,2472.63,7.76,"conventional",2015,"Portland"
"4900",11,"2016-10-09",1.49,370422.62,133617.58,190297.13,4510.14,41997.77,41780.4,206.47,10.9,"conventional",2016,"Sacramento"
"13442",0,"2016-12-25",2,109788.24,8251.79,26476.86,716.82,74342.77,73179.47,1163.3,0,"organic",2016,"Northeast"
"12355",5,"2016-11-20",2.3,24924.61,49.68,22005.49,0,2869.44,2869.44,0,0,"organic",2016,"Chicago"
"9837",34,"2015-05-03",1.37,10694.75,518.26,7336.27,0,2840.22,580,2260.22,0,"organic",2015,"Detroit"
"10864",21,"2015-08-02",1.88,8593.93,6675.88,1272.7,0,645.35,533.33,112.02,0,"organic",2015,"PhoenixTucson"
"15009",2,"2017-12-17",1.15,10784.73,196.04,131.48,0,10457.21,3560.34,6896.87,0,"organic",2017,"BuffaloRochester"
"12000",14,"2016-09-18",1.91,8231.32,1392.93,4819.24,0,2019.15,112.67,1906.48,0,"organic",2016,"Atlanta"
"14069",3,"2016-12-04",2.06,9419.21,1464.73,6546.16,0,1408.32,540,868.32,0,"organic",2016,"SanDiego"
"16448",10,"2017-10-22",1.65,32004.79,1948.97,4354.97,24.34,25676.51,25637.91,38.6,0,"organic",2017,"Philadelphia"
"9909",2,"2015-12-13",1.53,65341.66,7762.24,46066.59,0,11512.83,4150.64,7362.19,0,"organic",2015,"GreatLakes"
"6698",21,"2017-08-06",1.44,148237.94,82275.37,12280.16,43.1,53639.31,22133.61,29292.37,2213.33,"conventional",2017,"Jacksonville"
"16723",20,"2017-08-13",2.29,11388.25,140.56,4659.38,135.63,6452.68,6441.72,10.96,0,"organic",2017,"RaleighGreensboro"
"18165",11,"2018-01-07",1.4,103034.09,1359.47,16209.36,194.07,85271.19,78886.47,6384.72,0,"organic",2018,"Southeast"
"11224",17,"2015-08-30",2.1,6389.53,1798.88,4370.66,0,219.99,219.99,0,0,"organic",2015,"Sacramento"
"12389",39,"2016-03-27",1.5,35086.33,171.4,34565.26,0,349.67,349.67,0,0,"organic",2016,"Chicago"
"1306",5,"2015-11-22",1.06,1903245,422437.27,955972.74,117353.23,407481.76,364155.91,41724.4,1601.45,"conventional",2015,"Midsouth"
"751",22,"2015-07-26",1.12,153868.79,3192.59,66065.84,9957.92,74652.44,69267.05,4085.24,1300.15,"conventional",2015,"GrandRapids"
"17289",3,"2017-12-10",1.72,5723.01,745.23,1060.12,0,3917.66,1241.12,2676.54,0,"organic",2017,"StLouis"
"16006",45,"2017-02-19",0.56,10571.3,0,1277.78,0,9293.52,287.77,9005.75,0,"organic",2017,"Louisville"
"16965",50,"2017-01-15",1.82,11578.42,2529.2,7637.66,0,1411.56,993.41,418.15,0,"organic",2017,"SanDiego"
"17294",8,"2017-11-05",1.77,6843.75,1.76,1255.74,0,5586.25,3920.93,1665.32,0,"organic",2017,"StLouis"
"16694",44,"2017-02-26",1.23,30803.34,3411.42,5012.15,25.84,22353.93,516.54,21837.39,0,"organic",2017,"Portland"
"16062",48,"2017-01-29",1.23,4472.77,255.33,8.07,0,4209.37,2085.56,2123.81,0,"organic",2017,"MiamiFtLauderdale"
"12790",24,"2016-07-10",1.88,7574.45,302.48,199.16,203.97,6868.84,6723.47,145.37,0,"organic",2016,"HarrisburgScranton"
"15227",8,"2017-11-05",1.92,13199.3,194.06,2940.82,0,10064.42,3749.04,6315.38,0,"organic",2017,"CincinnatiDayton"
"15623",33,"2017-05-14",2.13,10398.91,282.24,444.34,11.48,9660.85,9660.85,0,0,"organic",2017,"HarrisburgScranton"
"14152",34,"2016-05-01",1.33,47035.36,1480.41,43790.32,0,1764.63,1764.63,0,0,"organic",2016,"SanFrancisco"
"15509",25,"2017-07-09",2.19,3521.61,32.08,3300.43,0,189.1,6.2,182.9,0,"organic",2017,"GrandRapids"
"1565",4,"2015-11-29",1.25,219689.9,2897.91,181977.84,88.58,34725.57,34725.57,0,0,"conventional",2015,"NorthernNewEngland"
"14500",18,"2016-08-21",1.53,2472.9,7.34,157.78,0,2307.78,2307.78,0,0,"organic",2016,"Syracuse"
"9637",42,"2015-03-08",1.17,13070.44,251.86,9304.08,0,3514.5,1373.33,2141.17,0,"organic",2015,"CincinnatiDayton"
"17983",9,"2018-01-21",1.53,6993.97,113.71,598.05,0,6282.21,6278.88,3.33,0,"organic",2018,"Orlando"
"18070",0,"2018-03-25",1.6,9097.89,82.57,1984.01,0,7031.31,6152.25,879.06,0,"organic",2018,"Roanoke"
"5882",0,"2017-12-31",1.27,115508.29,5924.57,62632.07,25,46926.65,37397.52,9529.13,0,"conventional",2017,"BuffaloRochester"
"12964",42,"2016-03-06",1.48,1831.89,250.68,1046.17,0,535.04,260.13,274.91,0,"organic",2016,"Indianapolis"
"1766",49,"2015-01-18",0.67,1088608.66,811662.62,200514.36,5643.07,70788.61,70788.61,0,0,"conventional",2015,"PhoenixTucson"
"15970",9,"2017-10-29",1.84,3691.45,1.3,740.67,0,2949.48,1739.58,1209.9,0,"organic",2017,"Louisville"
"1355",2,"2015-12-13",0.91,153425.94,103097.4,11175.45,6145.91,33007.18,23065.69,9806.94,134.55,"conventional",2015,"Nashville"
"3734",41,"2016-03-13",1.3,315394.32,4317.14,253676.96,179.09,57221.13,56230.93,990.2,0,"conventional",2016,"HartfordSpringfield"
"8086",31,"2017-05-28",1.38,3916908.69,2252109.64,450910.1,5062.46,1208826.49,789659.56,371172.96,47993.97,"conventional",2017,"Southeast"
"10599",16,"2015-09-06",2.01,19296.46,3451.5,11143.02,1178.79,3523.15,3330.55,192.6,0,"organic",2015,"NewYork"
"3306",29,"2016-06-05",0.85,310345.06,4642.74,174172.12,23750.21,107779.99,19176.89,81916.42,6686.68,"conventional",2016,"CincinnatiDayton"
"9442",3,"2015-12-06",1.48,91211.53,17839.96,47527.65,1.53,25842.39,25661.06,181.33,0,"organic",2015,"California"
"8926",3,"2018-03-04",1.28,330201.25,88012.88,101227.44,5793.79,135167.14,128111.5,7055.64,0,"conventional",2018,"RaleighGreensboro"
"1257",8,"2015-11-01",0.98,566030.64,415970.77,54992.76,32.81,95034.3,37980.05,57051.32,2.93,"conventional",2015,"MiamiFtLauderdale"
"2313",24,"2015-07-12",1.14,320934.33,143217.29,81353.84,17190.82,79172.38,73161.82,5916.12,94.44,"conventional",2015,"SouthCarolina"
"6080",39,"2017-04-02",1.65,676300.83,64888.08,452598.7,97671.17,61142.88,56000.95,934.56,4207.37,"conventional",2017,"Chicago"
"6838",2,"2017-12-17",1.07,80191.11,6894.24,28129.43,326.83,44840.61,29455.18,15356.82,28.61,"conventional",2017,"Louisville"
"5244",43,"2016-02-28",0.84,4740050.22,2325376.99,994256.14,13243.4,1407173.69,528218.04,878955.65,0,"conventional",2016,"Southeast"
"6065",24,"2017-07-16",1.54,801887.84,91095.18,486178.44,129762.05,94852.17,84928.16,5909.57,4014.44,"conventional",2017,"Chicago"
"3173",0,"2016-12-25",1.25,155793.03,36125.58,50792.48,7324.64,61550.33,51247.91,10232.98,69.44,"conventional",2016,"Charlotte"
"16035",21,"2017-08-06",1.5,4140.12,11.67,44.02,0,4084.43,4073.33,11.1,0,"organic",2017,"MiamiFtLauderdale"
"7387",21,"2017-08-06",0.94,974933.36,493642.98,198503.76,11502.53,271284.09,166106.57,101493.08,3684.44,"conventional",2017,"PhoenixTucson"
"10226",7,"2015-11-08",1.96,5599.48,2671.45,2753.95,0,174.08,123.33,50.75,0,"organic",2015,"LasVegas"
"4356",39,"2016-03-27",1.23,4239016.69,99223.9,2932815.39,104253.64,1102723.76,1021991.63,80732.13,0,"conventional",2016,"Northeast"
"10847",4,"2015-11-29",1.89,5175.81,4379.15,689.99,0,106.67,106.67,0,0,"organic",2015,"PhoenixTucson"
"6994",52,"2017-01-01",1.12,2878967.54,653896,1285364.27,64703.08,875004.19,719379.64,151226.51,4398.04,"conventional",2017,"Midsouth"
"10491",12,"2015-10-04",1.75,5092.36,533.94,3976.44,0,581.98,576.67,5.31,0,"organic",2015,"Nashville"
"14477",47,"2016-01-31",0.91,8047.41,1065.99,618.9,0,6362.52,28.36,6334.16,0,"organic",2016,"StLouis"
"4297",32,"2016-05-15",1.14,1706730.17,17964.49,1274098.3,16601.36,398066.02,343885.47,52450.52,1730.03,"conventional",2016,"NewYork"
"4990",49,"2016-01-17",0.79,561712.98,164565.34,190461.21,19123.62,187562.81,141951.66,45611.15,0,"conventional",2016,"SanDiego"
"10556",25,"2015-07-05",1.58,2228.5,349.11,62.73,0,1816.66,1816.66,0,0,"organic",2015,"NewOrleansMobile"
"15622",32,"2017-05-21",2.18,8942.44,274.75,237.52,9.12,8421.05,8421.05,0,0,"organic",2017,"HarrisburgScranton"
"10374",51,"2015-01-04",1.48,1395.75,12.41,824.64,0,558.7,478.15,80.55,0,"organic",2015,"Louisville"
"15189",23,"2017-07-23",1.88,36591.27,87.93,31152.43,0,5350.91,5350.91,0,0,"organic",2017,"Chicago"
"17078",4,"2017-12-03",1.49,12670.32,79.51,3753.83,98.72,8738.26,8449.86,288.4,0,"organic",2017,"SouthCarolina"
"13118",40,"2016-03-20",1.1,96605.4,9650.76,29926.72,3.07,57024.85,51792.12,5232.73,0,"organic",2016,"LosAngeles"
"2931",18,"2016-08-21",1.48,727279.79,68443.67,413651.59,21950.39,223234.14,203758.36,15197.45,4278.33,"conventional",2016,"BaltimoreWashington"
"5724",1,"2017-12-24",1.41,624268.68,66338.96,363593.22,2679.6,191656.9,184571.16,7085.74,0,"conventional",2017,"BaltimoreWashington"
"15741",45,"2017-02-19",0.89,41481.08,8836.46,167.97,0,32476.65,32476.65,0,0,"organic",2017,"Houston"
"6154",7,"2017-11-12",0.97,196433,98437,14574,866,82556,69587,12778,191,"conventional",2017,"Columbus"
"2013",36,"2015-04-19",1.1,231641.21,75898.29,91143.24,10864.49,53735.19,53008.05,727.14,0,"conventional",2015,"RichmondNorfolk"
"10791",0,"2015-12-27",1.5,8780.15,340.1,2365.13,3.71,6071.21,560.04,5511.17,0,"organic",2015,"Philadelphia"
"7576",51,"2017-01-08",0.85,877646.01,137600.57,252977.95,16698.99,470368.5,423677.63,46173.85,517.02,"conventional",2017,"Portland"
"6140",46,"2017-02-12",0.65,320492.68,3907.11,131463.63,1679.79,183442.15,30174.49,153260.18,7.48,"conventional",2017,"CincinnatiDayton"
"14489",7,"2016-11-06",1.7,1141.59,1,105.72,0,1034.87,1034.87,0,0,"organic",2016,"Syracuse"
"13471",29,"2016-06-05",1.79,102940.66,3880.45,22467.68,330.84,76261.69,64789.53,11472.16,0,"organic",2016,"Northeast"
"4080",23,"2016-07-17",1.24,516716.17,241386.54,136077.96,190.34,139061.33,79192.74,43113.59,16755,"conventional",2016,"MiamiFtLauderdale"
"6015",27,"2017-06-25",1.33,211639.6,53140.24,72807.06,5877.63,79814.67,72142.41,4877.26,2795,"conventional",2017,"Charlotte"
"11716",41,"2015-03-15",1.67,846.47,0,134.36,0,712.11,712.11,0,0,"organic",2015,"Syracuse"
"3831",34,"2016-05-01",0.92,207488.02,16727.66,106590.22,12071.46,72098.68,43567.48,26781.76,1749.44,"conventional",2016,"Indianapolis"
"4265",0,"2016-12-25",1.36,1087984.9,11329.85,713042.43,84414.47,279198.15,241335.64,36654.59,1207.92,"conventional",2016,"NewYork"
"16397",12,"2017-10-08",2.27,4734.25,198.53,1046.76,0,3488.96,3378.88,110.08,0,"organic",2017,"Orlando"
"18041",7,"2018-02-04",1.46,35123.48,2697.49,4591.06,0,27834.93,1185.52,26586.83,62.58,"organic",2018,"Portland"
"11385",22,"2015-07-26",2.2,27737.07,8288.45,18815.78,50.43,582.41,0,582.41,0,"organic",2015,"Seattle"
"12781",15,"2016-09-11",2.03,9668.53,414.94,340.74,17.53,8895.32,8646.29,249.03,0,"organic",2016,"HarrisburgScranton"
"12029",43,"2016-02-28",1.78,5069.92,2039.85,2747.16,0,282.91,223.33,59.58,0,"organic",2016,"Atlanta"
"10364",41,"2015-03-15",1.65,1664.74,8.34,731.35,0,925.05,796.67,128.38,0,"organic",2015,"Louisville"
"2810",1,"2016-12-18",1.53,68938.53,3345.36,55949.79,138.72,9504.66,8876.65,587.73,40.28,"conventional",2016,"Albany"
"4568",43,"2016-02-28",0.57,1290021.19,816554.74,311746.69,22261.01,139458.75,69825,69633.75,0,"conventional",2016,"PhoenixTucson"
"4562",37,"2016-04-10",0.56,1387970,924031.6,246403.27,37714.15,179820.98,102611.01,75964.14,1245.83,"conventional",2016,"PhoenixTucson"
"6285",32,"2017-05-21",1.23,750701.05,145486.51,205774.79,16548.73,382891.02,90426.22,292464.8,0,"conventional",2017,"Denver"
"4716",35,"2016-04-24",0.79,714374.65,147879.2,194071.12,18734.63,353689.7,349814.73,3823.03,51.94,"conventional",2016,"Portland"
"6258",5,"2017-11-26",1.36,543243,125916,171383,12038,233907,93132,140775,0,"conventional",2017,"Denver"
"2088",7,"2015-11-08",1.14,357132.53,118696.55,185189.82,11093.06,42153.1,42153.1,0,0,"conventional",2015,"Sacramento"
"11933",50,"2015-01-04",1.64,6182.81,1561.3,2958.17,0,1663.34,1663.34,0,0,"organic",2015,"WestTexNewMexico"
"17114",40,"2017-03-26",1.7,7812.03,709.1,4844.72,260.45,1997.76,220.04,1777.72,0,"organic",2017,"SouthCarolina"
"7687",3,"2017-12-10",1.05,137960.99,38481.95,36370.51,73.18,63035.35,57738.32,5284.43,12.6,"conventional",2017,"Roanoke"
"7603",25,"2017-07-09",1.25,309542.11,92214.73,91091.46,5985.39,120250.53,113413.21,1835.65,5001.67,"conventional",2017,"RaleighGreensboro"
"2120",39,"2015-03-29",1.2,391178.81,110809.75,203705.17,13740.39,62923.5,62884.77,38.73,0,"conventional",2015,"Sacramento"
"8533",6,"2018-02-11",1.3,834304.52,23220.89,703749.06,6620.69,100713.88,86124.35,13366.2,1223.33,"conventional",2018,"Boston"
"775",46,"2015-02-08",1.24,132621.01,1155.67,74113.5,4855.23,52496.61,48150.41,4209.37,136.83,"conventional",2015,"GrandRapids"
"6120",26,"2017-07-02",0.79,336087.28,3711.44,101205.94,1278,229891.9,35260.34,193552.3,1079.26,"conventional",2017,"CincinnatiDayton"
"14763",21,"2017-08-06",1.98,2576.49,39.31,331.89,0,2205.29,2205.29,0,0,"organic",2017,"Albany"
"10872",29,"2015-06-07",1.54,13840.92,10264,1518.09,0,2058.83,973.33,1085.5,0,"organic",2015,"PhoenixTucson"
"13046",20,"2016-08-07",2.16,9591.2,3176.01,3095.01,0,3320.18,348.25,2971.93,0,"organic",2016,"LasVegas"
"1042",1,"2015-12-20",1.19,95935.66,63053.15,6544.15,241.09,26097.27,16151.43,9940.6,5.24,"conventional",2015,"Jacksonville"
"12321",23,"2016-07-17",1.58,7940.49,342.54,3579.56,1379.56,2638.83,2625.5,13.33,0,"organic",2016,"Charlotte"
"10244",25,"2015-07-05",1.6,10492.77,4751.99,5225.48,0,515.3,235.16,280.14,0,"organic",2015,"LasVegas"
"43",42,"2015-03-08",1.07,40507.36,795.68,30370.64,159.05,9181.99,8827.55,354.44,0,"conventional",2015,"Albany"
"16831",22,"2017-07-30",1.59,7786.03,310.32,2134.34,0,5341.37,3780.03,1561.34,0,"organic",2017,"Roanoke"
"3616",27,"2016-06-19",1.1,3955098.89,608467.47,1766243.34,431784.45,1148603.63,804836.17,242409.56,101357.9,"conventional",2016,"GreatLakes"
"3257",32,"2016-05-15",1.04,930403.37,49039.58,609294.15,157984.71,114084.93,108571.35,4797.75,715.83,"conventional",2016,"Chicago"
"12311",13,"2016-09-25",1.8,7989.78,281.42,3611.15,676.05,3421.16,3102.27,318.89,0,"organic",2016,"Charlotte"
"3739",46,"2016-02-07",1.16,393866.28,4834.86,306373.73,530.92,82126.77,78438.83,3684.57,3.37,"conventional",2016,"HartfordSpringfield"
"1152",7,"2015-11-08",0.84,2621078.31,1314856.37,702841.97,75385.11,527994.86,492713.56,29335.02,5946.28,"conventional",2015,"LosAngeles"
"15512",28,"2017-06-18",2.62,1314.24,18.58,1057.49,0,238.17,12.7,225.47,0,"organic",2017,"GrandRapids"
